timestamp,cpu_percent,memory_percent,memory_used_gb,disk_percent,disk_used_gb
2026-03-31 14:45:27,20.5,73.6,11.29568862915039,27.5,42.934532165527344
2026-03-31 14:45:32,28.0,73.7,11.301090240478516,27.5,42.934532165527344
2026-03-31 14:45:37,29.6,73.7,11.30794906616211,27.5,42.934532165527344
2026-03-31 14:45:42,43.1,73.7,11.301025390625,27.5,42.934532165527344
2026-03-31 14:45:47,25.9,73.7,11.303409576416016,27.5,42.934532165527344
2026-03-31 14:45:53,36.0,73.8,11.3182373046875,27.5,42.934532165527344
2026-03-31 14:45:58,32.9,73.9,11.344474792480469,27.5,42.934532165527344
2026-03-31 14:46:03,23.6,74.5,11.427860260009766,27.5,42.934532165527344
2026-03-31 14:46:08,11.5,74.5,11.432483673095703,27.5,42.934532165527344
2026-03-31 14:46:13,40.7,74.5,11.429824829101562,27.5,42.934532165527344
2026-03-31 14:46:18,25.0,74.0,11.357490539550781,27.5,42.934532165527344
2026-03-31 14:46:23,15.9,74.0,11.358123779296875,27.5,42.934532165527344
2026-03-31 14:46:28,14.1,74.0,11.357215881347656,27.5,42.934532165527344
2026-03-31 14:46:33,17.9,73.9,11.34305191040039,27.5,42.934532165527344
2026-03-31 14:46:38,29.6,75.3,11.554557800292969,27.5,42.934532165527344
2026-03-31 14:46:44,16.2,75.3,11.549751281738281,27.5,42.934532165527344
2026-03-31 14:46:49,29.4,75.2,11.544486999511719,27.5,42.934532165527344
2026-03-31 14:46:54,22.4,75.3,11.554645538330078,27.5,42.934532165527344
2026-03-31 14:46:59,21.2,75.3,11.551715850830078,27.5,42.934532165527344
2026-03-31 14:47:04,7.3,75.2,11.538505554199219,27.5,42.934532165527344
2026-03-31 14:47:09,19.5,75.2,11.537849426269531,27.5,42.934532165527344
2026-03-31 14:47:14,9.0,75.2,11.544631958007812,27.5,42.934532165527344
2026-03-31 14:47:19,22.8,75.2,11.539390563964844,27.5,42.934532165527344
2026-03-31 14:47:24,25.6,75.2,11.541030883789062,27.5,42.934532165527344
