timestamp,direction,src_ip,src_port,dst_ip,dst_port,protocol,size_bytes
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,792,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,607,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,171,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,251,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,915,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,808,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,567,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,193,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,356,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,649,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46132,192.168.56.1,983,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46132,192.168.56.1,586,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46132,192.168.56.1,714,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46132,192.168.56.1,431,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46132,192.168.56.1,674,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46132,192.168.56.1,446,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46132,192.168.56.1,206,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46132,192.168.56.1,228,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46132,192.168.56.1,142,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46132,192.168.56.1,486,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,983,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,586,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,714,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,431,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,674,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,446,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,206,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,228,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,142,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46134,192.168.56.1,486,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46132,192.168.56.1,275,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46132,192.168.56.1,420,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46132,192.168.56.1,462,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46132,192.168.56.1,128,TCP,60
2026-03-31 14:47:07,OUTGOING,192.168.56.103,46132,192.168.56.1,181,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,284,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,756,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,988,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,297,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,541,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,275,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,420,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,462,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,128,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,181,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,284,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,756,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,988,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,297,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,541,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,166,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,468,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,106,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,811,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,226,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,210,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,921,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,90,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,650,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,249,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,166,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,468,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,106,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,811,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,226,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,210,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,921,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,90,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,650,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,249,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,423,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,938,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,409,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,962,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,120,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,984,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,65,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,947,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,728,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,987,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,423,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,938,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,409,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,962,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,120,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,984,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,65,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,947,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,728,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,987,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,968,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,505,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,589,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,867,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,221,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,900,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,488,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,926,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,209,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,892,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,968,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,505,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,589,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,867,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,221,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,900,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,488,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,926,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,209,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,892,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,797,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,465,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,273,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,485,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,8,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,769,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,878,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,748,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,41,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,893,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,797,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,465,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,273,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,485,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,8,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,769,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,878,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,748,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,41,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46134,192.168.56.1,893,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,729,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,600,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,852,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,474,TCP,60
2026-03-31 14:47:08,OUTGOING,192.168.56.103,46132,192.168.56.1,514,TCP,60
2026-03-31 14:47:09,OUTGOING,192.168.56.103,46132,192.168.56.1,144,TCP,60
2026-03-31 14:47:09,OUTGOING,192.168.56.103,46132,192.168.56.1,977,TCP,60
2026-03-31 14:47:09,OUTGOING,192.168.56.103,46132,192.168.56.1,73,TCP,60
2026-03-31 14:47:09,OUTGOING,192.168.56.103,46132,192.168.56.1,407,TCP,60
2026-03-31 14:47:09,OUTGOING,192.168.56.103,46132,192.168.56.1,608,TCP,60
2026-03-31 14:47:09,OUTGOING,192.168.56.103,46134,192.168.56.1,729,TCP,60
2026-03-31 14:47:09,OUTGOING,192.168.56.103,46134,192.168.56.1,600,TCP,60
2026-03-31 14:47:09,OUTGOING,192.168.56.103,46134,192.168.56.1,852,TCP,60
2026-03-31 14:47:09,OUTGOING,192.168.56.103,46134,192.168.56.1,474,TCP,60
2026-03-31 14:47:09,OUTGOING,192.168.56.103,46134,192.168.56.1,514,TCP,60
2026-03-31 14:47:09,OUTGOING,192.168.56.103,46134,192.168.56.1,144,TCP,60
2026-03-31 14:47:09,OUTGOING,192.168.56.103,46134,192.168.56.1,977,TCP,60
2026-03-31 14:47:09,OUTGOING,192.168.56.103,46134,192.168.56.1,73,TCP,60
