timestamp,pid,name,cpu_percent,memory_percent
2026-03-31 14:49:31,0,System Idle Process,0,4.972916254847039e-05
2026-03-31 14:49:31,4,System,0,0.0009945832509694079
2026-03-31 14:49:31,188,,0,0.0007708020195012911
2026-03-31 14:49:31,232,Registry,0,0.3464630754751932
2026-03-31 14:49:31,576,AMDRSServ.exe,0,0.5847154932449149
2026-03-31 14:49:41,0,System Idle Process,862.3,4.972916254847039e-05
2026-03-31 14:49:41,14392,VirtualBoxVM.exe,135.5,12.821620250709573
2026-03-31 14:49:41,8756,chrome.exe,43.0,2.4889943147134916
2026-03-31 14:49:41,21140,python.exe,41.4,0.614652449099094
2026-03-31 14:49:41,1912,dwm.exe,14.6,0.6631135180025785
2026-03-31 14:49:52,0,System Idle Process,770.2,4.972916254847039e-05
2026-03-31 14:49:52,14392,VirtualBoxVM.exe,131.8,12.821471063221928
2026-03-31 14:49:52,21140,python.exe,96.8,0.640760259437041
2026-03-31 14:49:52,8756,chrome.exe,53.1,2.490535918752494
2026-03-31 14:49:52,4,System,41.5,0.0009945832509694079
2026-03-31 14:50:02,0,System Idle Process,821.1,4.972916254847039e-05
2026-03-31 14:50:02,14392,VirtualBoxVM.exe,133.6,12.821495927803204
2026-03-31 14:50:02,21140,python.exe,98.0,0.670249652828284
2026-03-31 14:50:02,8756,chrome.exe,45.5,2.4917542832349318
2026-03-31 14:50:02,4,System,11.0,0.0009945832509694079
