timestamp,pid,name,cpu_percent,memory_percent
2026-03-24 19:25:43,0,System Idle Process,0,4.972916254847039e-05
2026-03-24 19:25:43,4,System,0,0.0010443124135178783
2026-03-24 19:25:43,188,,0,0.4105391014188974
2026-03-24 19:25:43,232,Registry,0,0.41832171535773294
2026-03-24 19:25:43,324,svchost.exe,0,0.22082234629648279
2026-03-24 19:25:54,0,System Idle Process,1068.0,4.972916254847039e-05
2026-03-24 19:25:54,20168,msedgewebview2.exe,22.8,0.5028115625275841
2026-03-24 19:25:54,18116,Code.exe,14.6,2.134475114905446
2026-03-24 19:25:54,1884,dwm.exe,12.1,0.7027227959724351
2026-03-24 19:25:54,11924,VirtualBoxVM.exe,10.4,8.80042070871516
2026-03-24 19:26:04,0,System Idle Process,1107.3,4.972916254847039e-05
2026-03-24 19:26:04,4300,MemCompression,15.5,5.393252001287985
2026-03-24 19:26:04,11924,VirtualBoxVM.exe,15.2,8.802608791867293
2026-03-24 19:26:04,18116,Code.exe,13.3,1.9848649293783729
2026-03-24 19:26:04,1884,dwm.exe,9.5,0.7024244209971443
2026-03-24 19:26:14,0,System Idle Process,1067.1,4.972916254847039e-05
2026-03-24 19:26:14,21316,msedgewebview2.exe,19.8,2.7187927748499736
2026-03-24 19:26:14,1884,dwm.exe,16.0,0.7054081707500526
2026-03-24 19:26:14,20168,msedgewebview2.exe,14.8,0.29576419425702766
2026-03-24 19:26:14,11924,VirtualBoxVM.exe,13.6,8.780504179114498
2026-03-24 19:26:25,0,System Idle Process,1128.3,4.972916254847039e-05
2026-03-24 19:26:25,1884,dwm.exe,9.1,0.7054827644938753
2026-03-24 19:26:25,11924,VirtualBoxVM.exe,9.0,8.801216375315937
2026-03-24 19:26:25,18116,Code.exe,8.0,1.9775298779024737
2026-03-24 19:26:25,25080,python.exe,6.5,0.5523915375884091
2026-03-24 19:26:35,0,System Idle Process,1128.7,4.972916254847039e-05
2026-03-24 19:26:35,11924,VirtualBoxVM.exe,12.2,8.83893594510895
2026-03-24 19:26:35,1884,dwm.exe,12.1,0.7060546498631827
2026-03-24 19:26:35,18116,Code.exe,8.9,1.9986896365668478
2026-03-24 19:26:35,25080,python.exe,6.3,0.5551763706911235
2026-03-24 19:26:46,0,System Idle Process,1100.8,4.972916254847039e-05
2026-03-24 19:26:46,11924,VirtualBoxVM.exe,22.6,8.837941361857983
2026-03-24 19:26:46,1884,dwm.exe,12.7,0.7050600666122132
2026-03-24 19:26:46,3900,Code.exe,9.0,0.9360271620685839
2026-03-24 19:26:46,18116,Code.exe,8.4,2.0034139070089525
2026-03-24 19:26:56,0,System Idle Process,1054.8,4.972916254847039e-05
