timestamp,pid,name,cpu_percent,memory_percent
2026-03-28 12:37:49,0,System Idle Process,0,4.972916254847039e-05
2026-03-28 12:37:49,4,System,0,0.001019447832243643
2026-03-28 12:37:49,188,,0,0.0007708020195012911
2026-03-28 12:37:49,232,Registry,0,0.3871912596023905
2026-03-28 12:37:49,664,svchost.exe,0,0.0808844828850871
2026-03-28 12:37:59,0,System Idle Process,1075.0,4.972916254847039e-05
2026-03-28 12:37:59,10836,explorer.exe,10.6,2.1708768618909264
2026-03-28 12:37:59,1932,dwm.exe,10.0,0.9600463475794953
2026-03-28 12:37:59,6740,MsMpEng.exe,7.9,1.705237848368324
2026-03-28 12:37:59,12908,OmenCommandCenterBackground.exe,7.9,1.6726652468990757
2026-03-28 12:38:09,0,System Idle Process,1054.4,4.972916254847039e-05
2026-03-28 12:38:09,6740,MsMpEng.exe,14.3,1.6957644429028405
2026-03-28 12:38:09,9548,VirtualBox.exe,10.4,0.809590766289098
2026-03-28 12:38:09,1932,dwm.exe,7.8,0.9505978066952858
2026-03-28 12:38:09,12908,OmenCommandCenterBackground.exe,5.8,1.6746295488197405
2026-03-28 12:38:19,0,System Idle Process,1027.1,4.972916254847039e-05
2026-03-28 12:38:19,23976,VirtualBoxVM.exe,53.3,1.5235523529974875
2026-03-28 12:38:19,6740,MsMpEng.exe,26.5,1.685893204136969
2026-03-28 12:38:19,1932,dwm.exe,9.5,0.9626571286132899
2026-03-28 12:38:19,4,System,6.9,0.001019447832243643
2026-03-28 12:38:29,0,System Idle Process,1038.0,4.972916254847039e-05
2026-03-28 12:38:29,23976,VirtualBoxVM.exe,102.3,1.629102500506616
2026-03-28 12:38:29,3660,MemCompression,12.9,4.763829990911995
2026-03-28 12:38:29,4,System,4.8,0.001019447832243643
2026-03-28 12:38:29,1932,dwm.exe,4.0,0.9148674034042098
2026-03-28 12:38:39,0,System Idle Process,1038.7,4.972916254847039e-05
2026-03-28 12:38:39,23976,VirtualBoxVM.exe,109.3,2.3853836045437538
2026-03-28 12:38:39,8540,chrome.exe,8.9,1.8648684601489138
2026-03-28 12:38:39,20544,HPSystemEventUtilityHost.exe,5.6,0.3971122275308103
2026-03-28 12:38:39,24108,python.exe,4.0,0.5331214871008768
2026-03-28 12:38:49,0,System Idle Process,1051.3,4.972916254847039e-05
2026-03-28 12:38:49,23976,VirtualBoxVM.exe,109.6,4.777928208494487
2026-03-28 12:38:49,24108,python.exe,4.4,0.5348620077900733
2026-03-28 12:38:49,1932,dwm.exe,3.9,0.915414424192243
2026-03-28 12:38:49,10836,explorer.exe,3.7,2.111102408507665
2026-03-28 12:38:59,0,System Idle Process,1022.0,4.972916254847039e-05
2026-03-28 12:38:59,23976,VirtualBoxVM.exe,124.2,6.439478987563979
2026-03-28 12:38:59,21284,OneDrive.exe,5.8,0.9827974394454203
2026-03-28 12:38:59,18724,Code.exe,4.5,1.6114486478019088
2026-03-28 12:38:59,6512,servicehost.exe,4.2,0.2472533961909948
