timestamp,pid,name,cpu_percent,memory_percent
2026-03-29 20:15:42,0,System Idle Process,0,4.972916254847039e-05
2026-03-29 20:15:42,4,System,0,0.0009199895071467022
2026-03-29 20:15:42,188,,0,0.0007708020195012911
2026-03-29 20:15:42,232,Registry,0,0.3139153385872194
2026-03-29 20:15:42,664,svchost.exe,0,0.04169790279689243
2026-03-29 20:15:52,0,System Idle Process,1007.9,4.972916254847039e-05
2026-03-29 20:15:52,17604,VirtualBoxVM.exe,60.5,14.856139748892595
2026-03-29 20:15:52,2484,Code.exe,45.7,4.747966388059034
2026-03-29 20:15:52,22236,python.exe,31.4,0.6149259594931107
2026-03-29 20:15:52,1912,dwm.exe,9.2,0.6982969005056213
2026-03-29 20:16:02,0,System Idle Process,1065.0,4.972916254847039e-05
2026-03-29 20:16:02,22236,python.exe,45.7,0.6162437823006451
2026-03-29 20:16:02,17604,VirtualBoxVM.exe,42.0,14.946721418474631
2026-03-29 20:16:02,4,System,7.6,0.0009199895071467022
2026-03-29 20:16:02,1340,csrss.exe,5.5,0.045004892106365706
2026-03-29 20:16:12,0,System Idle Process,1044.9,4.972916254847039e-05
2026-03-29 20:16:12,17604,VirtualBoxVM.exe,90.0,14.71756943745128
2026-03-29 20:16:12,22236,python.exe,30.9,0.6735566421377572
2026-03-29 20:16:12,1340,csrss.exe,5.9,0.045004892106365706
2026-03-29 20:16:12,4,System,5.0,0.0009199895071467022
2026-03-29 20:16:22,0,System Idle Process,929.5,4.972916254847039e-05
2026-03-29 20:16:22,17604,VirtualBoxVM.exe,143.6,14.715107843905132
2026-03-29 20:16:22,22236,python.exe,99.5,0.6735317775564831
2026-03-29 20:16:22,1912,dwm.exe,5.6,0.6989185150374772
2026-03-29 20:16:22,1340,csrss.exe,5.0,0.045004892106365706
2026-03-29 20:16:32,0,System Idle Process,953.1,4.972916254847039e-05
2026-03-29 20:16:32,17604,VirtualBoxVM.exe,118.2,14.71567972927444
2026-03-29 20:16:32,22236,python.exe,98.9,0.6735815067190315
2026-03-29 20:16:32,1340,csrss.exe,5.6,0.045004892106365706
2026-03-29 20:16:32,4,System,3.9,0.0009199895071467022
