timestamp,cpu_percent,memory_percent,memory_used_gb,disk_percent,disk_used_gb
2026-03-28 12:37:49,10.1,58.5,8.978649139404297,27.0,42.1060676574707
2026-03-28 12:37:54,1.1,58.6,8.987770080566406,27.0,42.1060676574707
2026-03-28 12:37:59,12.3,59.3,9.093090057373047,27.0,42.105533599853516
2026-03-28 12:38:04,10.3,59.4,9.115703582763672,27.0,42.105838775634766
2026-03-28 12:38:09,8.6,60.0,9.198429107666016,27.0,42.105857849121094
2026-03-28 12:38:14,31.2,60.3,9.246265411376953,27.0,42.10569763183594
2026-03-28 12:38:19,13.9,62.2,9.545745849609375,27.0,42.10598373413086
2026-03-28 12:38:24,14.3,61.6,9.457412719726562,27.0,42.10598373413086
2026-03-28 12:38:29,8.3,61.7,9.45864486694336,27.0,42.10598373413086
2026-03-28 12:38:35,10.5,61.9,9.496341705322266,27.0,42.10598373413086
2026-03-28 12:38:40,11.5,62.3,9.56219482421875,27.0,42.10598373413086
2026-03-28 12:38:45,14.5,63.3,9.703990936279297,27.0,42.10598373413086
2026-03-28 12:38:50,10.0,65.2,10.003662109375,27.0,42.10598373413086
2026-03-28 12:38:55,42.9,66.2,10.16286849975586,27.0,42.10598373413086
2026-03-28 12:39:00,32.9,66.3,10.170860290527344,27.0,42.10598373413086
2026-03-28 12:39:05,27.2,66.7,10.229408264160156,27.0,42.10598373413086
2026-03-28 12:39:10,19.3,67.0,10.286502838134766,27.0,42.10598373413086
2026-03-28 12:39:15,33.3,67.4,10.337310791015625,27.0,42.10598373413086
2026-03-28 12:39:20,34.5,68.0,10.428939819335938,27.0,42.10598373413086
2026-03-28 12:39:26,21.8,68.5,10.510196685791016,27.0,42.10598373413086
2026-03-28 12:39:31,20.5,69.2,10.623790740966797,27.0,42.10598373413086
2026-03-28 12:39:36,17.9,70.0,10.734794616699219,27.0,42.10598373413086
2026-03-28 12:39:41,1.2,70.1,10.755496978759766,27.0,42.10598373413086
2026-03-28 12:39:46,6.6,69.9,10.728824615478516,27.0,42.10598373413086
2026-03-28 12:39:51,2.5,70.0,10.733272552490234,27.0,42.10598373413086
2026-03-28 12:39:56,2.6,70.0,10.736785888671875,27.0,42.10598373413086
2026-03-28 12:40:01,8.3,70.1,10.748607635498047,27.0,42.10598373413086
2026-03-28 12:40:06,2.5,70.0,10.744037628173828,27.0,42.10598373413086
2026-03-28 12:40:11,2.5,70.0,10.744136810302734,27.0,42.10598373413086
2026-03-28 12:40:17,2.6,70.1,10.748851776123047,27.0,42.10598373413086
2026-03-28 12:40:22,8.4,70.0,10.746383666992188,27.0,42.10598373413086
2026-03-28 12:40:27,13.9,70.0,10.743389129638672,27.0,42.10598373413086
2026-03-28 12:40:32,12.5,70.1,10.747871398925781,27.0,42.10598373413086
2026-03-28 12:40:37,8.3,70.1,10.750701904296875,27.0,42.10598373413086
2026-03-28 12:40:42,2.6,70.1,10.76226806640625,27.0,42.10598373413086
2026-03-28 12:40:47,7.2,70.1,10.760520935058594,27.0,42.10598373413086
2026-03-28 12:40:52,1.3,70.3,10.792240142822266,27.0,42.10598373413086
2026-03-28 12:40:57,8.2,70.3,10.786739349365234,27.0,42.10598373413086
2026-03-28 12:41:03,2.4,70.3,10.78619384765625,27.0,42.10598373413086
2026-03-28 12:41:08,6.8,70.3,10.791961669921875,27.0,42.10598373413086
2026-03-28 12:41:13,10.5,70.3,10.788108825683594,27.0,42.10598373413086
2026-03-28 12:41:18,6.8,70.4,10.806316375732422,27.0,42.10598373413086
