timestamp,cpu_percent,memory_percent,memory_used_gb,disk_percent,disk_used_gb
2026-03-29 20:19:18,14.6,76.3,11.701789855957031,27.0,42.106449127197266
2026-03-29 20:19:23,0.0,76.2,11.696468353271484,27.0,42.106449127197266
2026-03-29 20:19:28,17.5,76.2,11.687263488769531,27.0,42.106449127197266
2026-03-29 20:19:33,9.0,76.3,11.698661804199219,27.0,42.106449127197266
2026-03-29 20:19:38,1.4,76.3,11.700153350830078,27.0,42.106449127197266
2026-03-29 20:19:44,1.3,76.3,11.700824737548828,27.0,42.106449127197266
2026-03-29 20:19:49,2.5,76.2,11.685199737548828,27.0,42.106449127197266
2026-03-29 20:19:54,1.4,76.3,11.698753356933594,27.0,42.106449127197266
2026-03-29 20:19:59,7.1,76.2,11.685741424560547,27.0,42.106449127197266
2026-03-29 20:20:04,2.6,76.2,11.698104858398438,27.0,42.106449127197266
2026-03-29 20:20:09,2.5,76.2,11.696563720703125,27.0,42.106449127197266
2026-03-29 20:20:14,2.3,76.2,11.69607925415039,27.0,42.106449127197266
2026-03-29 20:20:19,11.8,76.2,11.684379577636719,27.0,42.106449127197266
2026-03-29 20:20:24,3.8,76.1,11.681480407714844,27.0,42.106449127197266
2026-03-29 20:20:29,7.0,76.1,11.681621551513672,27.0,42.106449127197266
2026-03-29 20:20:35,9.1,76.8,11.77602767944336,27.0,42.106449127197266
2026-03-29 20:20:40,10.3,76.4,11.718170166015625,27.0,42.106449127197266
2026-03-29 20:20:45,14.1,76.5,11.742198944091797,27.0,42.106449127197266
2026-03-29 20:20:50,12.5,76.6,11.752342224121094,27.0,42.106449127197266
2026-03-29 20:20:55,19.5,76.6,11.756717681884766,27.0,42.106449127197266
2026-03-29 20:21:00,25.9,76.7,11.764774322509766,27.0,42.106449127197266
2026-03-29 20:21:05,6.8,76.8,11.776481628417969,27.0,42.106449127197266
2026-03-29 20:21:10,9.1,76.6,11.7584228515625,27.0,42.106449127197266
2026-03-29 20:21:15,2.9,76.8,11.780139923095703,27.0,42.106449127197266
2026-03-29 20:21:21,6.2,76.8,11.783504486083984,27.0,42.106449127197266
2026-03-29 20:21:26,5.5,76.8,11.777267456054688,27.0,42.106449127197266
2026-03-29 20:21:31,4.2,76.4,11.719013214111328,27.0,42.106449127197266
2026-03-29 20:21:36,14.9,76.9,11.797340393066406,27.0,42.106449127197266
2026-03-29 20:21:41,4.9,77.0,11.820869445800781,27.0,42.106449127197266
2026-03-29 20:21:46,7.2,77.0,11.814868927001953,27.0,42.106449127197266
2026-03-29 20:21:51,43.2,77.3,11.854873657226562,27.0,42.106449127197266
2026-03-29 20:21:56,1.2,78.1,11.980304718017578,27.0,42.106449127197266
2026-03-29 20:22:01,2.8,78.2,11.991561889648438,27.0,42.106449127197266
2026-03-29 20:22:06,1.3,78.2,11.991092681884766,27.0,42.106449127197266
2026-03-29 20:22:12,4.8,78.0,11.961105346679688,27.0,42.106449127197266
2026-03-29 20:22:17,1.2,78.0,11.962528228759766,27.0,42.106449127197266
2026-03-29 20:22:22,3.8,78.0,11.961223602294922,27.0,42.106449127197266
2026-03-29 20:22:27,5.2,77.7,11.928112030029297,27.0,42.106449127197266
2026-03-29 20:22:32,23.1,77.8,11.931468963623047,27.0,42.106449127197266
2026-03-29 20:22:37,0.0,77.8,11.936756134033203,27.0,42.106449127197266
2026-03-29 20:22:42,7.4,77.8,11.93636703491211,27.0,42.106449127197266
2026-03-29 20:22:47,6.2,77.8,11.937740325927734,27.0,42.106449127197266
2026-03-29 20:22:52,3.9,77.8,11.937618255615234,27.0,42.106449127197266
2026-03-29 20:22:57,2.3,77.8,11.93704605102539,27.0,42.106449127197266
2026-03-29 20:23:03,3.1,77.8,11.93997573852539,27.0,42.106449127197266
2026-03-29 20:23:08,16.4,77.8,11.942039489746094,27.0,42.106449127197266
2026-03-29 20:23:13,11.3,77.8,11.939517974853516,27.0,42.106449127197266
2026-03-29 20:23:18,12.8,77.8,11.940990447998047,27.0,42.106449127197266
2026-03-29 20:23:23,1.3,77.8,11.93966293334961,27.0,42.106449127197266
2026-03-29 20:23:28,6.4,77.8,11.928600311279297,27.0,42.106449127197266
2026-03-29 20:23:33,13.0,77.7,11.927265167236328,27.0,42.106449127197266
2026-03-29 20:23:38,2.7,76.2,11.691478729248047,27.0,42.106449127197266
2026-03-29 20:23:43,3.4,76.2,11.694347381591797,27.0,42.106449127197266
2026-03-29 20:23:48,13.5,76.3,11.699676513671875,27.0,42.106449127197266
2026-03-29 20:23:54,7.0,76.2,11.695056915283203,27.0,42.106449127197266
2026-03-29 20:23:59,1.2,76.2,11.698081970214844,27.0,42.106449127197266
2026-03-29 20:24:04,6.6,76.2,11.692642211914062,27.0,42.106449127197266
2026-03-29 20:24:09,5.4,75.7,11.611663818359375,27.0,42.106449127197266
2026-03-29 20:24:14,6.6,75.6,11.593902587890625,27.0,42.106449127197266
2026-03-29 20:24:19,2.4,75.6,11.603744506835938,27.0,42.106449127197266
2026-03-29 20:24:24,2.6,75.6,11.604049682617188,27.0,42.106449127197266
2026-03-29 20:24:29,4.9,75.6,11.60531234741211,27.0,42.106449127197266
2026-03-29 20:24:34,11.5,75.7,11.615352630615234,27.0,42.106449127197266
2026-03-29 20:24:39,7.1,75.7,11.616928100585938,27.0,42.106449127197266
2026-03-29 20:24:45,6.9,75.8,11.62289047241211,27.0,42.106449127197266
2026-03-29 20:24:50,5.6,75.8,11.623432159423828,27.0,42.106449127197266
2026-03-29 20:24:55,12.0,75.8,11.633262634277344,27.0,42.106449127197266
2026-03-29 20:25:00,1.4,75.8,11.632301330566406,27.0,42.106449127197266
2026-03-29 20:25:05,6.8,75.8,11.632259368896484,27.0,42.106449127197266
2026-03-29 20:25:10,0.0,75.8,11.631248474121094,27.0,42.106449127197266
2026-03-29 20:25:15,0.0,75.8,11.630851745605469,27.0,42.106449127197266
2026-03-29 20:25:20,5.1,75.8,11.632835388183594,27.0,42.106449127197266
2026-03-29 20:25:25,17.9,75.8,11.632762908935547,27.0,42.106449127197266
2026-03-29 20:25:30,6.8,75.8,11.633785247802734,27.0,42.106449127197266
2026-03-29 20:25:36,17.3,75.8,11.633697509765625,27.0,42.106449127197266
2026-03-29 20:25:41,2.8,75.8,11.634201049804688,27.0,42.106449127197266
2026-03-29 20:25:46,9.9,75.8,11.634246826171875,27.0,42.106449127197266
2026-03-29 20:25:51,3.8,75.8,11.636585235595703,27.0,42.106449127197266
2026-03-29 20:25:56,9.9,75.9,11.64388656616211,27.0,42.106449127197266
2026-03-29 20:26:01,5.4,76.0,11.663570404052734,27.0,42.106449127197266
2026-03-29 20:26:06,6.8,76.1,11.669609069824219,27.0,42.106449127197266
2026-03-29 20:26:11,0.0,76.1,11.672252655029297,27.0,42.106449127197266
2026-03-29 20:26:16,3.8,76.0,11.665863037109375,27.0,42.106449127197266
2026-03-29 20:26:22,0.0,76.1,11.679496765136719,27.0,42.106449127197266
2026-03-29 20:26:27,2.5,76.0,11.658004760742188,27.0,42.106449127197266
2026-03-29 20:26:32,8.3,76.0,11.655757904052734,27.0,42.106449127197266
2026-03-29 20:26:37,4.1,76.0,11.654876708984375,27.0,42.106449127197266
2026-03-29 20:26:42,5.6,76.1,11.670696258544922,27.0,42.106449127197266
2026-03-29 20:26:47,9.5,76.0,11.655113220214844,27.0,42.106449127197266
2026-03-29 20:26:52,5.2,76.1,11.66817855834961,27.0,42.106449127197266
2026-03-29 20:26:57,0.0,76.0,11.663299560546875,27.0,42.106449127197266
2026-03-29 20:27:02,5.2,76.0,11.663528442382812,27.0,42.106449127197266
2026-03-29 20:27:07,0.0,76.1,11.673416137695312,27.0,42.106449127197266
2026-03-29 20:27:13,7.6,76.0,11.664386749267578,27.0,42.106449127197266
